publisher,mobility_type,conversion_country,country_code_by_phone,asset_country,attribution_type,platform,duration_install_to_activation,conversions,month
PublisherS,Private Hire,PL,PL,UK,install,ios,<24h,1,2022-05-01
PublisherT,Other,PL,UK,UK,install,ios,<24h,1,2022-05-01
PublisherT,Other,PL,PL,UK,install,ios,<24h,1,2022-05-01
PublisherT,Private Hire,PL,UK,UK,install,No Device,<2h,2,2022-05-01
PublisherA,Other,AT,DE,DE,install,No Device,<2h,1,2022-06-01
PublisherA,Private Hire,AT,DE,DE,install,No Device,<2h,1,2022-06-01
PublisherA,Private Hire,AT,AT,DE,install,android,<2h,1,2022-06-01
PublisherA,Private Hire,AT,DE,DE,install,android,<2h,2,2022-06-01
PublisherA,Private Hire,AT,#N/A,DE,install,android,<2h,2,2022-06-01
PublisherB,Private Hire,AT,DE,DE,install,No Device,no data,2,2022-06-01
PublisherB,Private Hire,AT,DE,DE,install,ios,<2h,3,2022-06-01
PublisherB,Private Hire,AT,DE,DE,install,ios,no data,12,2022-06-01
PublisherB,Private Hire,AT,#N/A,DE,install,ios,no data,1,2022-06-01
PublisherG,Private Hire,AT,DE,DE,install,ios,<24h,1,2022-06-01
PublisherG,Private Hire,AT,DE,DE,install,ios,<2h,1,2022-06-01
PublisherI,Private Hire,AT,DE,DE,install,ios,<2h,1,2022-06-01
PublisherK,Private Hire,AT,#N/A,DE,install,No Device,<24h,1,2022-06-01
PublisherK,Private Hire,AT,DE,DE,install,ios,<24h,1,2022-06-01
PublisherK,Private Hire,AT,DE,DE,install,ios,<2h,2,2022-06-01
PublisherK,Private Hire,AT,#N/A,DE,install,ios,<24h,2,2022-06-01
PublisherK,Private Hire,AT,#N/A,DE,install,ios,<2h,2,2022-06-01
PublisherO,Private Hire,AT,DE,DE,install,android,<2h,2,2022-06-01
PublisherO,Private Hire,AT,DE,DE,install,ios,<24h,1,2022-06-01
PublisherO,Private Hire,AT,DE,DE,install,ios,<2h,1,2022-06-01
PublisherS,Private Hire,AT,DE,DE,install,No Device,<2h,1,2022-06-01
PublisherS,Private Hire,AT,DE,DE,install,ios,<2h,3,2022-06-01
PublisherT,Private Hire,AT,DE,DE,install,No Device,<2h,1,2022-06-01
PublisherT,Private Hire,AT,#N/A,DE,install,No Device,<2h,1,2022-06-01
PublisherT,Private Hire,AT,DE,DE,install,ios,<24h,2,2022-06-01
PublisherT,Private Hire,AT,DE,DE,install,ios,<2h,2,2022-06-01
PublisherA,Other,DE,DE,DE,install,No Device,<24h,7,2022-06-01
PublisherA,Other,DE,DE,DE,install,No Device,<2h,104,2022-06-01
PublisherA,Other,DE,DE,DE,install,No Device,>24h,2,2022-06-01
PublisherA,Other,DE,UK,DE,install,No Device,<2h,2,2022-06-01
PublisherA,Other,DE,PL,DE,install,No Device,<2h,1,2022-06-01
PublisherA,Other,DE,SE,DE,install,No Device,<2h,1,2022-06-01
PublisherA,Other,DE,#N/A,DE,install,No Device,<2h,3,2022-06-01
PublisherA,Other,DE,DE,DE,retargeting,No Device,<24h,11,2022-06-01
PublisherA,Other,DE,DE,DE,retargeting,No Device,<2h,13,2022-06-01
PublisherA,Other,DE,UK,DE,retargeting,No Device,<2h,1,2022-06-01
PublisherA,Other,DE,ES,DE,retargeting,No Device,<24h,1,2022-06-01
PublisherA,TAXI,DE,AT,DE,install,No Device,<2h,1,2022-06-01
PublisherA,TAXI,DE,DE,DE,install,No Device,<24h,1,2022-06-01
PublisherA,TAXI,DE,DE,DE,install,No Device,<2h,27,2022-06-01
PublisherA,TAXI,DE,#N/A,DE,install,No Device,<2h,4,2022-06-01
PublisherA,TAXI,DE,DE,DE,install,android,<24h,7,2022-06-01
PublisherA,TAXI,DE,DE,DE,install,android,<2h,198,2022-06-01
PublisherA,TAXI,DE,DE,DE,install,android,>24h,4,2022-06-01
PublisherA,TAXI,DE,IT,DE,install,android,<2h,4,2022-06-01
PublisherA,TAXI,DE,GR,DE,install,android,<2h,3,2022-06-01
PublisherA,TAXI,DE,UK,DE,install,android,<24h,1,2022-06-01
PublisherA,TAXI,DE,UK,DE,install,android,<2h,8,2022-06-01
PublisherA,TAXI,DE,UK,DE,install,android,>24h,1,2022-06-01
PublisherA,TAXI,DE,FR,DE,install,android,<2h,1,2022-06-01
PublisherA,TAXI,DE,IE,DE,install,android,<2h,2,2022-06-01
PublisherA,TAXI,DE,PL,DE,install,android,<2h,3,2022-06-01
PublisherA,TAXI,DE,PT,DE,install,android,<2h,1,2022-06-01
PublisherA,TAXI,DE,SE,DE,install,android,<2h,1,2022-06-01
PublisherA,TAXI,DE,#N/A,DE,install,android,<24h,4,2022-06-01
PublisherA,TAXI,DE,#N/A,DE,install,android,<2h,40,2022-06-01
PublisherA,TAXI,DE,#N/A,DE,install,android,>24h,2,2022-06-01
PublisherA,TAXI,DE,DE,DE,install,ios,<2h,20,2022-06-01
PublisherA,TAXI,DE,UK,DE,install,ios,<2h,1,2022-06-01
PublisherA,TAXI,DE,#N/A,DE,install,ios,<2h,1,2022-06-01
PublisherA,TAXI,DE,DE,DE,retargeting,No Device,<24h,1,2022-06-01
PublisherA,TAXI,DE,DE,DE,retargeting,No Device,<2h,1,2022-06-01
PublisherA,TAXI,DE,ES,DE,retargeting,No Device,<2h,1,2022-06-01
PublisherA,TAXI,DE,DE,DE,retargeting,android,<24h,3,2022-06-01
PublisherA,TAXI,DE,DE,DE,retargeting,android,<2h,5,2022-06-01
PublisherA,TAXI,DE,DE,DE,retargeting,android,>24h,2,2022-06-01
PublisherA,TAXI,DE,#N/A,DE,retargeting,android,<2h,2,2022-06-01
PublisherA,TAXI,DE,DE,DE,retargeting,ios,<2h,4,2022-06-01
PublisherA,Private Hire,DE,AT,DE,install,No Device,<2h,1,2022-06-01
PublisherA,Private Hire,DE,DE,DE,install,No Device,<24h,2,2022-06-01
PublisherA,Private Hire,DE,DE,DE,install,No Device,<2h,136,2022-06-01
PublisherA,Private Hire,DE,DE,DE,install,No Device,>24h,1,2022-06-01
PublisherA,Private Hire,DE,IT,DE,install,No Device,<2h,2,2022-06-01
PublisherA,Private Hire,DE,UK,DE,install,No Device,<2h,2,2022-06-01
PublisherA,Private Hire,DE,FR,DE,install,No Device,<24h,1,2022-06-01
PublisherA,Private Hire,DE,ES,DE,install,No Device,<2h,2,2022-06-01
PublisherA,Private Hire,DE,PT,DE,install,No Device,<2h,1,2022-06-01
PublisherA,Private Hire,DE,#N/A,DE,install,No Device,<24h,2,2022-06-01
PublisherA,Private Hire,DE,#N/A,DE,install,No Device,<2h,9,2022-06-01
PublisherA,Private Hire,DE,AT,DE,install,android,<24h,1,2022-06-01
PublisherA,Private Hire,DE,AT,DE,install,android,<2h,11,2022-06-01
PublisherA,Private Hire,DE,DE,DE,install,android,<24h,26,2022-06-01
PublisherA,Private Hire,DE,DE,DE,install,android,<2h,778,2022-06-01
PublisherA,Private Hire,DE,DE,DE,install,android,>24h,9,2022-06-01
PublisherA,Private Hire,DE,IT,DE,install,android,<2h,6,2022-06-01
PublisherA,Private Hire,DE,GR,DE,install,android,<2h,8,2022-06-01
PublisherA,Private Hire,DE,UK,DE,install,android,<2h,12,2022-06-01
PublisherA,Private Hire,DE,FR,DE,install,android,<2h,4,2022-06-01
PublisherA,Private Hire,DE,IE,DE,install,android,<2h,3,2022-06-01
PublisherA,Private Hire,DE,ES,DE,install,android,<2h,15,2022-06-01
PublisherA,Private Hire,DE,PL,DE,install,android,<24h,1,2022-06-01
PublisherA,Private Hire,DE,PL,DE,install,android,<2h,14,2022-06-01
PublisherA,Private Hire,DE,PT,DE,install,android,<2h,2,2022-06-01
PublisherA,Private Hire,DE,SE,DE,install,android,<2h,4,2022-06-01
PublisherA,Private Hire,DE,#N/A,DE,install,android,<24h,3,2022-06-01
PublisherA,Private Hire,DE,#N/A,DE,install,android,<2h,109,2022-06-01
PublisherA,Private Hire,DE,#N/A,DE,install,android,>24h,6,2022-06-01
PublisherA,Private Hire,DE,AT,DE,install,ios,<2h,1,2022-06-01
PublisherA,Private Hire,DE,DE,DE,install,ios,<24h,1,2022-06-01
PublisherA,Private Hire,DE,DE,DE,install,ios,<2h,165,2022-06-01
PublisherA,Private Hire,DE,DE,DE,install,ios,>24h,1,2022-06-01
PublisherA,Private Hire,DE,#N/A,DE,install,ios,<2h,4,2022-06-01
PublisherA,Private Hire,DE,DE,DE,reattr,ios,<2h,3,2022-06-01
PublisherA,Private Hire,DE,DE,DE,retargeting,No Device,<24h,1,2022-06-01
PublisherA,Private Hire,DE,DE,DE,retargeting,No Device,<2h,8,2022-06-01
PublisherA,Private Hire,DE,DE,DE,retargeting,android,<24h,7,2022-06-01
PublisherA,Private Hire,DE,DE,DE,retargeting,android,<2h,24,2022-06-01
PublisherA,Private Hire,DE,#N/A,DE,retargeting,android,<2h,1,2022-06-01
PublisherA,Private Hire,DE,AT,DE,retargeting,ios,<2h,2,2022-06-01
PublisherA,Private Hire,DE,DE,DE,retargeting,ios,<2h,27,2022-06-01
PublisherA,Private Hire,DE,PL,DE,retargeting,ios,<2h,1,2022-06-01
PublisherA,Private Hire,DE,#N/A,DE,retargeting,ios,<2h,2,2022-06-01
PublisherB,Other,DE,DE,DE,install,No Device,<24h,3,2022-06-01
PublisherB,Other,DE,DE,DE,install,No Device,<2h,150,2022-06-01
PublisherB,Other,DE,DE,DE,install,No Device,>24h,3,2022-06-01
PublisherB,Other,DE,DE,DE,install,No Device,no data,20,2022-06-01
PublisherB,Other,DE,#N/A,DE,install,No Device,<2h,1,2022-06-01
PublisherB,TAXI,DE,DE,DE,install,No Device,<2h,11,2022-06-01
PublisherB,TAXI,DE,DE,DE,install,No Device,no data,38,2022-06-01
PublisherB,TAXI,DE,AT,DE,install,ios,<2h,1,2022-06-01
PublisherB,TAXI,DE,AT,DE,install,ios,no data,1,2022-06-01
PublisherB,TAXI,DE,DE,DE,install,ios,<24h,3,2022-06-01
PublisherB,TAXI,DE,DE,DE,install,ios,<2h,164,2022-06-01
PublisherB,TAXI,DE,DE,DE,install,ios,>24h,1,2022-06-01
PublisherB,TAXI,DE,DE,DE,install,ios,no data,296,2022-06-01
PublisherB,TAXI,DE,IT,DE,install,ios,<2h,1,2022-06-01
PublisherB,TAXI,DE,GR,DE,install,ios,no data,1,2022-06-01
PublisherB,TAXI,DE,PL,DE,install,ios,no data,1,2022-06-01
PublisherB,TAXI,DE,#N/A,DE,install,ios,<2h,2,2022-06-01
PublisherB,TAXI,DE,#N/A,DE,install,ios,no data,1,2022-06-01
PublisherB,Private Hire,DE,DE,DE,install,No Device,<24h,1,2022-06-01
PublisherB,Private Hire,DE,DE,DE,install,No Device,<2h,36,2022-06-01
PublisherB,Private Hire,DE,DE,DE,install,No Device,no data,139,2022-06-01
PublisherB,Private Hire,DE,GR,DE,install,No Device,<2h,1,2022-06-01
PublisherB,Private Hire,DE,PL,DE,install,No Device,no data,1,2022-06-01
PublisherB,Private Hire,DE,#N/A,DE,install,No Device,no data,2,2022-06-01
PublisherB,Private Hire,DE,DE,DE,install,ios,<24h,7,2022-06-01
PublisherB,Private Hire,DE,DE,DE,install,ios,<2h,504,2022-06-01
PublisherB,Private Hire,DE,DE,DE,install,ios,>24h,6,2022-06-01
PublisherB,Private Hire,DE,DE,DE,install,ios,no data,1004,2022-06-01
PublisherB,Private Hire,DE,IT,DE,install,ios,no data,1,2022-06-01
PublisherB,Private Hire,DE,GR,DE,install,ios,no data,1,2022-06-01
PublisherB,Private Hire,DE,ES,DE,install,ios,no data,1,2022-06-01
PublisherB,Private Hire,DE,PT,DE,install,ios,no data,1,2022-06-01
PublisherB,Private Hire,DE,SE,DE,install,ios,no data,1,2022-06-01
PublisherB,Private Hire,DE,#N/A,DE,install,ios,<24h,2,2022-06-01
PublisherB,Private Hire,DE,#N/A,DE,install,ios,no data,4,2022-06-01
PublisherE,Other,DE,DE,DE,retargeting,No Device,<2h,15,2022-06-01
PublisherE,TAXI,DE,DE,DE,retargeting,No Device,<2h,3,2022-06-01
PublisherE,TAXI,DE,DE,DE,retargeting,android,<2h,5,2022-06-01
PublisherE,TAXI,DE,DE,DE,retargeting,ios,<2h,3,2022-06-01
PublisherE,Private Hire,DE,DE,DE,retargeting,No Device,<2h,3,2022-06-01
PublisherE,Private Hire,DE,DE,DE,retargeting,android,<2h,1,2022-06-01
PublisherE,Private Hire,DE,DE,DE,retargeting,ios,<2h,9,2022-06-01
PublisherF,TAXI,DE,DE,DE,install,ios,<24h,2,2022-06-01
PublisherF,Private Hire,DE,DE,DE,install,No Device,<24h,1,2022-06-01
PublisherF,Private Hire,DE,DE,DE,install,ios,<24h,3,2022-06-01
PublisherF,Private Hire,DE,DE,DE,install,ios,<2h,2,2022-06-01
PublisherG,Other,DE,DE,DE,install,No Device,<24h,3,2022-06-01
PublisherG,Other,DE,DE,DE,install,No Device,<2h,4,2022-06-01
PublisherG,TAXI,DE,#N/A,DE,install,No Device,<24h,1,2022-06-01
PublisherG,TAXI,DE,DE,DE,install,ios,<24h,10,2022-06-01
PublisherG,TAXI,DE,DE,DE,install,ios,<2h,20,2022-06-01
PublisherG,TAXI,DE,GR,DE,install,ios,<24h,1,2022-06-01
PublisherG,TAXI,DE,GR,DE,install,ios,<2h,1,2022-06-01
PublisherG,TAXI,DE,UK,DE,install,ios,<24h,1,2022-06-01
PublisherG,TAXI,DE,#N/A,DE,install,ios,<24h,2,2022-06-01
PublisherG,Private Hire,DE,DE,DE,install,No Device,<24h,2,2022-06-01
PublisherG,Private Hire,DE,DE,DE,install,No Device,<2h,5,2022-06-01
PublisherG,Private Hire,DE,DE,DE,install,ios,<24h,28,2022-06-01
PublisherG,Private Hire,DE,DE,DE,install,ios,<2h,45,2022-06-01
PublisherG,Private Hire,DE,GR,DE,install,ios,<2h,1,2022-06-01
PublisherG,Private Hire,DE,#N/A,DE,install,ios,<2h,2,2022-06-01
PublisherH,Other,DE,DE,DE,install,No Device,<24h,2,2022-06-01
PublisherH,Other,DE,DE,DE,install,No Device,<2h,3,2022-06-01
PublisherH,Other,DE,DE,DE,install,No Device,>24h,1,2022-06-01
PublisherH,TAXI,DE,DE,DE,install,android,<24h,1,2022-06-01
PublisherH,TAXI,DE,DE,DE,install,android,<2h,1,2022-06-01
PublisherH,TAXI,DE,DE,DE,install,android,>24h,1,2022-06-01
PublisherH,Private Hire,DE,DE,DE,install,android,<2h,1,2022-06-01
PublisherI,Other,DE,DE,DE,install,No Device,<2h,2,2022-06-01
PublisherI,Other,DE,DE,DE,retargeting,No Device,<24h,16,2022-06-01
PublisherI,Other,DE,DE,DE,retargeting,No Device,<2h,20,2022-06-01
PublisherI,Other,DE,#N/A,DE,retargeting,No Device,<2h,1,2022-06-01
PublisherI,TAXI,DE,DE,DE,install,No Device,<24h,2,2022-06-01
PublisherI,TAXI,DE,DE,DE,install,No Device,<2h,3,2022-06-01
PublisherI,TAXI,DE,DE,DE,install,ios,<24h,9,2022-06-01
PublisherI,TAXI,DE,DE,DE,install,ios,<2h,11,2022-06-01
PublisherI,TAXI,DE,IT,DE,install,ios,<2h,2,2022-06-01
PublisherI,TAXI,DE,ES,DE,install,ios,<24h,1,2022-06-01
PublisherI,TAXI,DE,PT,DE,install,ios,<24h,1,2022-06-01
PublisherI,TAXI,DE,#N/A,DE,install,ios,<24h,3,2022-06-01
PublisherI,TAXI,DE,#N/A,DE,install,ios,<2h,8,2022-06-01
PublisherI,TAXI,DE,DE,DE,retargeting,No Device,<24h,1,2022-06-01
PublisherI,TAXI,DE,DE,DE,retargeting,No Device,<2h,1,2022-06-01
PublisherI,TAXI,DE,DE,DE,retargeting,android,<24h,15,2022-06-01
PublisherI,TAXI,DE,DE,DE,retargeting,android,<2h,8,2022-06-01
PublisherI,TAXI,DE,IT,DE,retargeting,android,<2h,1,2022-06-01
PublisherI,TAXI,DE,PL,DE,retargeting,android,<2h,1,2022-06-01
PublisherI,TAXI,DE,#N/A,DE,retargeting,android,<2h,1,2022-06-01
PublisherI,Private Hire,DE,DE,DE,install,No Device,<24h,2,2022-06-01
PublisherI,Private Hire,DE,DE,DE,install,No Device,<2h,1,2022-06-01
PublisherI,Private Hire,DE,#N/A,DE,install,No Device,<2h,1,2022-06-01
PublisherI,Private Hire,DE,AT,DE,install,ios,<24h,1,2022-06-01
PublisherI,Private Hire,DE,DE,DE,install,ios,<24h,16,2022-06-01
PublisherI,Private Hire,DE,DE,DE,install,ios,<2h,21,2022-06-01
PublisherI,Private Hire,DE,IT,DE,install,ios,<24h,1,2022-06-01
PublisherI,Private Hire,DE,UK,DE,install,ios,<2h,2,2022-06-01
PublisherI,Private Hire,DE,#N/A,DE,install,ios,<24h,10,2022-06-01
PublisherI,Private Hire,DE,#N/A,DE,install,ios,<2h,7,2022-06-01
PublisherI,Private Hire,DE,DE,DE,retargeting,No Device,<24h,4,2022-06-01
PublisherI,Private Hire,DE,DE,DE,retargeting,No Device,<2h,5,2022-06-01
PublisherI,Private Hire,DE,#N/A,DE,retargeting,No Device,<24h,1,2022-06-01
PublisherI,Private Hire,DE,DE,DE,retargeting,android,<24h,38,2022-06-01
PublisherI,Private Hire,DE,DE,DE,retargeting,android,<2h,21,2022-06-01
PublisherI,Private Hire,DE,GR,DE,retargeting,android,<2h,1,2022-06-01
PublisherI,Private Hire,DE,FR,DE,retargeting,android,<24h,1,2022-06-01
PublisherI,Private Hire,DE,PL,DE,retargeting,android,<24h,1,2022-06-01
PublisherI,Private Hire,DE,PT,DE,retargeting,android,<2h,1,2022-06-01
PublisherI,Private Hire,DE,#N/A,DE,retargeting,android,<24h,1,2022-06-01
PublisherI,Private Hire,DE,#N/A,DE,retargeting,android,<2h,3,2022-06-01
PublisherK,Other,DE,DE,DE,install,No Device,<24h,20,2022-06-01
PublisherK,Other,DE,DE,DE,install,No Device,<2h,34,2022-06-01
PublisherK,Other,DE,IT,DE,install,No Device,<2h,1,2022-06-01
PublisherK,Other,DE,#N/A,DE,install,No Device,<24h,3,2022-06-01
PublisherK,Other,DE,#N/A,DE,install,No Device,<2h,3,2022-06-01
PublisherK,TAXI,DE,DE,DE,install,No Device,<24h,5,2022-06-01
PublisherK,TAXI,DE,DE,DE,install,No Device,<2h,14,2022-06-01
PublisherK,TAXI,DE,IT,DE,install,No Device,<2h,1,2022-06-01
PublisherK,TAXI,DE,ES,DE,install,No Device,<2h,1,2022-06-01
PublisherK,TAXI,DE,#N/A,DE,install,No Device,<24h,3,2022-06-01
PublisherK,TAXI,DE,#N/A,DE,install,No Device,<2h,7,2022-06-01
PublisherK,TAXI,DE,DE,DE,install,android,<24h,1,2022-06-01
PublisherK,TAXI,DE,DE,DE,install,android,<2h,1,2022-06-01
PublisherK,TAXI,DE,AT,DE,install,ios,<2h,1,2022-06-01
PublisherK,TAXI,DE,DE,DE,install,ios,<24h,64,2022-06-01
PublisherK,TAXI,DE,DE,DE,install,ios,<2h,111,2022-06-01
PublisherK,TAXI,DE,IT,DE,install,ios,<24h,4,2022-06-01
PublisherK,TAXI,DE,IT,DE,install,ios,<2h,7,2022-06-01
PublisherK,TAXI,DE,GR,DE,install,ios,<24h,2,2022-06-01
PublisherK,TAXI,DE,GR,DE,install,ios,<2h,3,2022-06-01
PublisherK,TAXI,DE,UK,DE,install,ios,<24h,4,2022-06-01
PublisherK,TAXI,DE,UK,DE,install,ios,<2h,5,2022-06-01
PublisherK,TAXI,DE,ES,DE,install,ios,<24h,1,2022-06-01
PublisherK,TAXI,DE,ES,DE,install,ios,<2h,1,2022-06-01
PublisherK,TAXI,DE,PL,DE,install,ios,<2h,2,2022-06-01
PublisherK,TAXI,DE,SE,DE,install,ios,<24h,2,2022-06-01
PublisherK,TAXI,DE,SE,DE,install,ios,<2h,1,2022-06-01
PublisherK,TAXI,DE,#N/A,DE,install,ios,<24h,41,2022-06-01
PublisherK,TAXI,DE,#N/A,DE,install,ios,<2h,66,2022-06-01
PublisherK,Private Hire,DE,AT,DE,install,No Device,<2h,1,2022-06-01
PublisherK,Private Hire,DE,DE,DE,install,No Device,<24h,14,2022-06-01
PublisherK,Private Hire,DE,DE,DE,install,No Device,<2h,21,2022-06-01
PublisherK,Private Hire,DE,IT,DE,install,No Device,<24h,2,2022-06-01
PublisherK,Private Hire,DE,GR,DE,install,No Device,<24h,2,2022-06-01
PublisherK,Private Hire,DE,UK,DE,install,No Device,<24h,1,2022-06-01
PublisherK,Private Hire,DE,ES,DE,install,No Device,<24h,1,2022-06-01
PublisherK,Private Hire,DE,ES,DE,install,No Device,<2h,1,2022-06-01
PublisherK,Private Hire,DE,#N/A,DE,install,No Device,<24h,2,2022-06-01
PublisherK,Private Hire,DE,#N/A,DE,install,No Device,<2h,5,2022-06-01
PublisherK,Private Hire,DE,DE,DE,install,android,<24h,4,2022-06-01
PublisherK,Private Hire,DE,DE,DE,install,android,<2h,3,2022-06-01
PublisherK,Private Hire,DE,DE,DE,install,android,>24h,1,2022-06-01
PublisherK,Private Hire,DE,ES,DE,install,android,<24h,1,2022-06-01
PublisherK,Private Hire,DE,#N/A,DE,install,android,<24h,1,2022-06-01
PublisherK,Private Hire,DE,AT,DE,install,ios,<24h,1,2022-06-01
PublisherK,Private Hire,DE,AT,DE,install,ios,<2h,2,2022-06-01
PublisherK,Private Hire,DE,DE,DE,install,ios,<24h,131,2022-06-01
PublisherK,Private Hire,DE,DE,DE,install,ios,<2h,241,2022-06-01
PublisherK,Private Hire,DE,DE,DE,install,ios,>24h,1,2022-06-01
PublisherK,Private Hire,DE,IT,DE,install,ios,<24h,6,2022-06-01
PublisherK,Private Hire,DE,IT,DE,install,ios,<2h,3,2022-06-01
PublisherK,Private Hire,DE,GR,DE,install,ios,<24h,2,2022-06-01
PublisherK,Private Hire,DE,GR,DE,install,ios,<2h,4,2022-06-01
PublisherK,Private Hire,DE,UK,DE,install,ios,<24h,5,2022-06-01
PublisherK,Private Hire,DE,UK,DE,install,ios,<2h,8,2022-06-01
PublisherK,Private Hire,DE,IE,DE,install,ios,<2h,1,2022-06-01
PublisherK,Private Hire,DE,ES,DE,install,ios,<2h,1,2022-06-01
PublisherK,Private Hire,DE,PL,DE,install,ios,<24h,1,2022-06-01
PublisherK,Private Hire,DE,PT,DE,install,ios,<24h,1,2022-06-01
PublisherK,Private Hire,DE,SE,DE,install,ios,<24h,1,2022-06-01
PublisherK,Private Hire,DE,#N/A,DE,install,ios,<24h,55,2022-06-01
PublisherK,Private Hire,DE,#N/A,DE,install,ios,<2h,75,2022-06-01
PublisherN,Other,DE,DE,DE,install,No Device,<24h,3,2022-06-01
PublisherN,Other,DE,DE,DE,install,No Device,<2h,2,2022-06-01
PublisherN,TAXI,DE,DE,DE,install,ios,<24h,3,2022-06-01
PublisherN,TAXI,DE,DE,DE,install,ios,<2h,1,2022-06-01
PublisherN,TAXI,DE,DE,DE,install,ios,>24h,1,2022-06-01
PublisherN,TAXI,DE,IE,DE,install,ios,<24h,1,2022-06-01
PublisherN,TAXI,DE,SE,DE,install,ios,<24h,1,2022-06-01
PublisherN,TAXI,DE,#N/A,DE,install,ios,<2h,2,2022-06-01
PublisherN,Private Hire,DE,DE,DE,install,No Device,>24h,1,2022-06-01
PublisherN,Private Hire,DE,DE,DE,install,ios,<24h,1,2022-06-01
PublisherN,Private Hire,DE,DE,DE,install,ios,<2h,2,2022-06-01
PublisherN,Private Hire,DE,#N/A,DE,install,ios,<24h,1,2022-06-01
PublisherO,Other,DE,DE,DE,install,No Device,<24h,10,2022-06-01
PublisherO,Other,DE,DE,DE,install,No Device,<2h,37,2022-06-01
PublisherO,Other,DE,DE,DE,install,No Device,>24h,8,2022-06-01
PublisherO,Other,DE,IT,DE,install,No Device,<2h,1,2022-06-01
PublisherO,Other,DE,UK,DE,install,No Device,<24h,1,2022-06-01
PublisherO,TAXI,DE,DE,DE,install,No Device,<24h,4,2022-06-01
PublisherO,TAXI,DE,DE,DE,install,No Device,<2h,8,2022-06-01
PublisherO,TAXI,DE,DE,DE,install,No Device,>24h,2,2022-06-01
PublisherO,TAXI,DE,#N/A,DE,install,No Device,<24h,1,2022-06-01
PublisherO,TAXI,DE,DE,DE,install,android,<2h,27,2022-06-01
PublisherO,TAXI,DE,IT,DE,install,android,<2h,5,2022-06-01
PublisherO,TAXI,DE,IE,DE,install,android,<2h,1,2022-06-01
PublisherO,TAXI,DE,ES,DE,install,android,<2h,1,2022-06-01
PublisherO,TAXI,DE,#N/A,DE,install,android,<2h,4,2022-06-01
PublisherO,TAXI,DE,DE,DE,install,ios,<24h,46,2022-06-01
PublisherO,TAXI,DE,DE,DE,install,ios,<2h,45,2022-06-01
PublisherO,TAXI,DE,DE,DE,install,ios,>24h,6,2022-06-01
PublisherO,TAXI,DE,IT,DE,install,ios,<24h,1,2022-06-01
PublisherO,TAXI,DE,IT,DE,install,ios,<2h,1,2022-06-01
PublisherO,TAXI,DE,UK,DE,install,ios,<24h,3,2022-06-01
PublisherO,TAXI,DE,ES,DE,install,ios,<2h,1,2022-06-01
PublisherO,TAXI,DE,#N/A,DE,install,ios,<24h,3,2022-06-01
PublisherO,TAXI,DE,#N/A,DE,install,ios,<2h,9,2022-06-01
PublisherO,TAXI,DE,#N/A,DE,install,ios,>24h,1,2022-06-01
PublisherO,Private Hire,DE,DE,DE,install,No Device,<24h,8,2022-06-01
PublisherO,Private Hire,DE,DE,DE,install,No Device,<2h,30,2022-06-01
PublisherO,Private Hire,DE,DE,DE,install,No Device,>24h,4,2022-06-01
PublisherO,Private Hire,DE,ES,DE,install,No Device,<24h,1,2022-06-01
PublisherO,Private Hire,DE,#N/A,DE,install,No Device,<24h,1,2022-06-01
PublisherO,Private Hire,DE,DE,DE,install,android,<24h,1,2022-06-01
PublisherO,Private Hire,DE,DE,DE,install,android,<2h,68,2022-06-01
PublisherO,Private Hire,DE,DE,DE,install,android,>24h,3,2022-06-01
PublisherO,Private Hire,DE,UK,DE,install,android,<2h,2,2022-06-01
PublisherO,Private Hire,DE,FR,DE,install,android,<2h,3,2022-06-01
PublisherO,Private Hire,DE,ES,DE,install,android,<2h,1,2022-06-01
PublisherO,Private Hire,DE,PL,DE,install,android,<2h,1,2022-06-01
PublisherO,Private Hire,DE,#N/A,DE,install,android,<2h,8,2022-06-01
PublisherO,Private Hire,DE,#N/A,DE,install,android,>24h,1,2022-06-01
PublisherO,Private Hire,DE,DE,DE,install,ios,<24h,88,2022-06-01
PublisherO,Private Hire,DE,DE,DE,install,ios,<2h,105,2022-06-01
PublisherO,Private Hire,DE,DE,DE,install,ios,>24h,22,2022-06-01
PublisherO,Private Hire,DE,IT,DE,install,ios,<24h,1,2022-06-01
PublisherO,Private Hire,DE,UK,DE,install,ios,<24h,1,2022-06-01
PublisherO,Private Hire,DE,#N/A,DE,install,ios,<24h,10,2022-06-01
PublisherO,Private Hire,DE,#N/A,DE,install,ios,<2h,6,2022-06-01
PublisherS,Other,DE,DE,DE,install,No Device,<24h,24,2022-06-01
PublisherS,Other,DE,DE,DE,install,No Device,<2h,58,2022-06-01
PublisherS,Other,DE,UK,DE,install,No Device,<24h,1,2022-06-01
PublisherS,Other,DE,#N/A,DE,install,No Device,<2h,3,2022-06-01
PublisherS,Other,DE,DE,DE,reattr,No Device,<24h,1,2022-06-01
PublisherS,Other,DE,DE,DE,reattr,No Device,<2h,1,2022-06-01
PublisherS,TAXI,DE,DE,DE,install,No Device,<24h,5,2022-06-01
PublisherS,TAXI,DE,DE,DE,install,No Device,<2h,6,2022-06-01
PublisherS,TAXI,DE,DE,DE,install,android,<2h,6,2022-06-01
PublisherS,TAXI,DE,#N/A,DE,install,android,<2h,2,2022-06-01
PublisherS,TAXI,DE,DE,DE,install,ios,<24h,63,2022-06-01
PublisherS,TAXI,DE,DE,DE,install,ios,<2h,161,2022-06-01
